Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,...66
Latvia,LVA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.4523010253906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.7465667724609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.8958969116211,NA,NA,NA,NA,NA,NA,99.8893127441406,NA,NA,NA
"Macao SAR, China",MAC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.3781814575195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.2953720092773,NA,NA,NA,NA,93.4997482299805,NA,NA,NA,NA,95.6400375366211,NA,NA,NA,NA,96.5384902954102,NA,NA,NA,NA,NA
St. Martin (French part),MAF,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Morocco,MAR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.2577991485596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.594108581543,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.3062591552734,NA,NA,NA,55.1479187011719,56.0836715698242,NA,67.0841598510742,69.4253921508789,NA,75.5861968994141,NA,NA,NA,73.7500076293945,NA,NA,NA
Monaco,MCO,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moldova,MDA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.3775482177734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.6538009643555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.3598937988281,NA,NA,NA,NA,NA,NA,NA
Madagascar,MDG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.6861724853516,NA,NA,NA,NA,58.9359397888184,NA,NA,NA,64.4809112548828,NA,NA,71.5726165771484,NA,NA,NA,NA,NA,76.6796798706055,NA,NA,NA
Maldives,MDV,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.2999572753906,NA,NA,NA,NA,NA,NA,NA,92.2300491333008,NA,NA,NA,NA,96.0182571411133,NA,NA,NA,NA,96.3264999389648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.3979034423828,NA,NA,NA,NA,NA,NA,NA,98.6101226806641,NA,97.7349472045898,NA,NA,NA,NA,NA
Middle East & North Africa,MEA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.9323081970215,43.4279899597168,43.9563102722168,44.4823684692383,45.08251953125,45.7653007507324,46.4770317077637,47.2460403442383,47.9984893798828,48.7943916320801,49.5297813415527,50.4935111999512,51.4777412414551,52.5573692321777,53.3332710266113,54.4544715881348,55.506160736084,57.9372406005859,59.1915016174316,60.1941986083984,61.0626106262207,62.0344314575195,63.5445213317871,64.8845977783203,65.8218536376953,67.0243988037109,68.0925216674805,69.1052169799805,70.2347717285156,70.6838073730469,73.9426116943359,74.8511962890625,74.4371185302734,74.5766525268555,75.0790405273438,75.7685394287109,75.6679916381836,76.4809188842773,77.2680206298828,79.8938217163086,79.6948623657227,81.1423416137695,79.4324264526367,80.455192565918,81.5253982543945,78.9814300537109,79.3101425170898,79.648681640625,NA
Mexico,MEX,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.9892425537109,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.55615234375,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.5356216430664,NA,90.2746505737305,NA,90.953742980957,91.6302719116211,91.7345199584961,92.7951736450195,92.9255981445313,93.4418792724609,93.0689392089844,93.5199813842773,94.228401184082,93.9628524780273,94.5558776855469,94.472282409668,94.859619140625,94.9727783203125,95.3799133300781,NA,95.2478485107422,NA
Marshall Islands,MHL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.2650833129883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middle income,MIC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.1766395568848,60.2811508178711,60.5722503662109,61.2672996520996,61.9337196350098,62.3805313110352,63.1416893005371,63.8748207092285,64.6451568603516,65.3998870849609,66.0823974609375,66.712890625,67.5027389526367,69.7035598754883,70.2910766601563,70.5949478149414,71.361442565918,72.0500717163086,72.6379699707031,73.1961669921875,73.7520523071289,74.3033981323242,76.9929962158203,78.5722427368164,78.9882736206055,79.1766204833984,79.5609512329102,80.0204925537109,80.7011871337891,81.1590881347656,81.1610870361328,81.6164703369141,81.9461288452148,82.5723266601563,82.9650726318359,83.5306777954102,83.6968765258789,84.2653579711914,84.4799880981445,84.9993133544922,85.2175521850586,85.7772903442383,86.0545501708984,86.0886611938477,86.3962631225586,86.6713104248047,NA
North Macedonia,MKD,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.0587463378906,NA,NA,NA,NA,NA,NA,NA,96.1289291381836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.8000030517578,NA,NA,NA,NA,NA,98.3635711669922,NA
Mali,MLI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.43381023406982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.0449695587158,NA,NA,NA,NA,24,NA,NA,26.176549911499,NA,NA,NA,31.0997505187988,30.6186695098877,NA,NA,NA,33.0688896179199,NA,NA,35.4737701416016,NA,30.7614097595215,NA
Malta,MLT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.9298400878906,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.8686981201172,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.3630905151367,NA,NA,NA,NA,NA,93.3073577880859,NA,NA,NA,NA,NA,NA,94.5031890869141,NA,NA,NA
Myanmar,MMR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.5704116821289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.9417572021484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.5512008666992,NA,NA,89.0699462890625,NA,NA
Middle East & North Africa (excluding high income),MNA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.5626106262207,40.0512199401855,40.5451889038086,41.0780601501465,41.6008491516113,42.2036514282227,42.9020004272461,43.622859954834,44.4291305541992,45.2099609375,45.9684982299805,46.7442588806152,47.7587013244629,48.8219718933105,49.9957008361816,50.827880859375,51.9500694274902,53.0048294067383,55.6335716247559,56.944091796875,58.0135612487793,58.9379997253418,59.9562187194824,61.5800514221191,62.9868316650391,63.9375,65.1283798217773,66.228401184082,67.2686614990234,68.4213104248047,68.7365570068359,72.3930206298828,73.2911682128906,72.7040481567383,72.6973190307617,73.1150131225586,73.715446472168,73.4504089355469,74.2738800048828,74.5091094970703,77.5119094848633,77.1405029296875,78.7946319580078,76.6233215332031,77.8165588378906,79.0347671508789,75.9643402099609,76.3424072265625,76.718391418457,NA
Montenegro,MNE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.6352996826172,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.4627380371094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.7734603881836,NA,NA,NA,NA,NA,NA,NA,98.4422073364258,NA,NA,NA,NA,NA,NA,98.8471832275391,NA,NA,NA
Mongolia,MNG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.7688522338867,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.2570037841797,NA,NA,NA,NA,NA,NA,NA,98.4231185913086,NA,99.1832733154297,NA
Northern Mariana Islands,MNP,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mozambique,MOZ,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.997709274292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.707878112793,NA,NA,NA,NA,NA,48.1588401794434,NA,NA,NA,NA,NA,50.5838088989258,NA,NA,NA,NA,NA,56.0390014648438,NA,60.6554298400879,NA,NA,NA,NA
Mauritania,MRT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.2076797485352,NA,NA,NA,NA,NA,NA,45.5037803649902,NA,NA,NA,NA,NA,62.0687484741211,NA,NA,NA,53.4975891113281,NA,NA,NA,NA
Mauritius,MUS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.8686599731445,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.303092956543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.2498397827148,91.7660064697266,91.4900283813477,92.4747619628906,92.7076034545898,93.1578369140625,NA,91.3253936767578,NA,NA,NA
Malawi,MWI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.5366516113281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.1342468261719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.3097190856934,NA,NA,NA,65.1453704833984,62.1435394287109,NA,NA,NA,NA,NA,NA
Malaysia,MYS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.5163269042969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.9153671264648,NA,NA,NA,NA,NA,NA,NA,NA,88.6877593994141,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.1178894042969,NA,NA,NA,NA,NA,94.8805770874023,95.082649230957,94.8544082641602,94.9711303710938,NA,NA
North America,"NAC","Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Namibia,"NAM","Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.8165817260742,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.9442596435547,NA,NA,NA,NA,NA,76.4865875244141,NA,NA,NA,88.2746276855469,NA,NA,NA,NA,NA,NA,91.5272674560547,NA,NA,NA
New Caledonia,NCL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.3003692626953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.0806274414063,NA,NA,NA,NA,NA,NA,96.1379165649414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.8000030517578,NA,NA,NA,NA,NA,NA,NA
Niger,NER,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.3760404586792,NA,NA,NA,28.672420501709,NA,NA,NA,NA,NA,NA,30.5603904724121,NA,NA,NA,NA,NA,35.0499992370605,NA,NA,NA
Nigeria,NGA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.4467506408691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.7731781005859,NA,NA,70.1983489990234,NA,51.0776596069336,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.0160102844238,NA,NA,NA
Nicaragua,NIC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.677131652832,NA,NA,NA,78.0029830932617,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.6145477294922,NA,NA,NA,NA,NA,NA
Netherlands,NLD,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Norway,NOR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nepal,NPL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.5736694335938,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.9755897521973,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.6089706420898,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.6272506713867,NA,NA,NA,NA,NA,NA,67.9084320068359,NA,NA,NA
Nauru,NRU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,NZL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OECD members,OED,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oman,OMN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.3633117675781,NA,NA,NA,NA,86.6211395263672,NA,86.9390029907227,NA,NA,NA,91.981201171875,93.0386123657227,94.8999862670898,95.5759963989258,95.6515274047852,NA,NA,NA
Other small states,OSS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.822883605957,72.0021362304688,72.1707000732422,72.4011764526367,72.7764205932617,73.2710037231445,73.7546463012695,74.0808563232422,74.5175704956055,74.9815521240234,75.5652236938477,75.7648773193359,76.1732330322266,76.7969970703125,77.3566131591797,78.1599426269531,78.7051315307617,78.7776718139648,79.475227355957,80.3061676025391,81.0053176879883,81.3300933837891,81.957878112793,81.5332107543945,80.5479431152344,81.7263412475586,81.0891494750977,81.4859008789063,82.1919097900391,82.4400329589844,82.8860015869141,83.3042526245117,84.6923217773438,84.615119934082,84.8292617797852,85.0698623657227,85.3642272949219,85.6377487182617,NA
Pakistan,PAK,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.7251892089844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.6993103027344,NA,NA,NA,NA,NA,NA,49.8736381530762,54.1512107849121,52.1368293762207,55.5263710021973,54.8926391601563,55.3751907348633,54.7380218505859,56.7643394470215,55.5949897766113,56.9771499633789,NA,NA,59.1320495605469,57.010570526123,57.9988594055176,NA,NA
Panama,PAN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.0717391967773,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.7798614501953,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.8996200561523,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.0941162109375,NA,NA,NA,NA,NA,NA,NA,95.4118118286133,95.7360763549805,NA,NA
Peru,PER,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.91845703125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.1506271362305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.6698532104492,87.9086685180664,88.6993408203125,89.5908126831055,NA,NA,NA,NA,93.8417282104492,NA,93.7079467773438,94.1623382568359,94.1736679077148,94.1496124267578,94.4082717895508,NA,94.497932434082,NA
Philippines,PHL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.3172302246094,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.5738983154297,NA,NA,NA,93.9159698486328,NA,NA,NA,NA,NA,92.6000595092773,NA,NA,92.590690612793,NA,NA,NA,NA,95.4200973510742,NA,NA,NA,NA,96.3980026245117,NA,98.1825485229492,NA,NA,NA,96.2781677246094,NA,NA
Palau,PLW,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.9214172363281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.5031280517578,NA,96.5937423706055,NA,NA,NA,NA,NA,NA
Papua New Guinea,PNG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.34326171875,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.5999984741211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poland,POL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.7427368164063,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.7427368164063,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.7427368164063,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.7427368164063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pre-demographic dividend,PRE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.0910797119141,48.8569488525391,49.4337501525879,50.1991081237793,50.8435707092285,51.3633918762207,51.7038993835449,52.2774314880371,52.8694000244141,53.2431488037109,53.9357299804688,54.8871612548828,55.5593299865723,56.4571990966797,54.7624397277832,55.7725486755371,56.3507194519043,56.7493095397949,57.6816902160645,57.1717109680176,58.5146903991699,54.71630859375,54.6610298156738,53.9586410522461,54.5886192321777,56.3013610839844,58.8340682983398,59.5305290222168,60.5999984741211,59.6622505187988,61.9634704589844,62.9297103881836,62.0014686584473,62.5591812133789,63.079029083252,NA
Puerto Rico,PRI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.7460632324219,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.6224975585938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.9652328491211,NA,NA,NA,NA,NA,NA,92.3899993896484,NA,NA,NA,NA
"Korea, Dem. People's Rep.",PRK,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.9981918334961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
